ID,target,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26
1226,False,0.4036,3.7229,-1.6424,-0.1683,1.7202,-1.0338,0.0119,4.0187,-0.3428,-0.2508,1.3361,0.0041,-0.9024,0.6454,-0.1486,2.9481,0.3218,3.2444,2.9514,0.8134,-0.113,0.1259,2.0271,1.7024,-0.1245,0.396,5.6139
1227,False,0.3408,2.0023,-10.8115,-0.1016,0.3672,0.127,0.0207,1.8624,0.0144,0.1504,-1.8245,0.002,-0.3991,0.2565,-0.0543,3.584,-0.4722,-2.7645,-5.115,-2.6924,0.0459,0.5941,0.5486,10.8501,0.1131,3.3163,1.0432
1228,True,0.1706,3.9875,-11.8645,-0.3654,-0.8505,-0.5101,0.0107,-6.5122,0.7773,-0.2805,-0.1352,0.0127,0.2504,0.6177,-0.1048,4.5587,-0.8193,0.9563,-11.1317,1.7373,-0.2004,0.3009,0.4684,11.9647,-0.0373,2.8751,-2.9341
1229,False,0.4433,1.1217,-3.7506,0.2908,-0.4371,1.2595,0.0272,2.6647,-0.9866,0.0806,1.2362,-0.0063,1.0633,0.2499,-0.1957,0.7207,0.0633,-3.6183,9.4971,0.4581,0.0307,0.1601,3.1639,3.6879,-0.2213,4.7875,5.8997
1230,False,0.0999,8.7692,-7.2969,-0.2805,1.3669,1.3869,0.0137,2.2635,-0.1796,0.626,1.2271,-0.0262,0.565,0.0554,0.045,1.9352,0.0079,-2.4188,-3.991,-3.8057,0.0176,0.0563,-1.2335,7.2674,-0.1915,1.8821,2.4038
1231,False,0.1055,-1.3028,-1.9464,-0.0221,0.1567,-1.1754,0.0218,-0.4444,-0.7485,0.0955,1.3633,0.0023,-3.1874,0.5659,-0.0189,1.0285,0.9348,-0.2202,-1.5446,3.0401,-0.1854,-0.0988,-0.6697,1.625,-0.042,3.9932,2.5369
1232,False,0.0696,3.1255,-2.1072,0.039,-0.9933,-1.5081,0.0146,7.3786,0.1996,-0.2612,2.7711,0.014,3.0205,0.4695,0.0383,2.8519,0.392,-1.9414,18.0924,1.0503,-0.0881,-0.0237,-0.8963,1.4189,0.0207,-2.1352,-7.4729
1233,False,0.05,7.1185,-3.1621,-0.3613,0.1041,1.0259,0.0207,-6.5624,-0.1928,0.2664,0.5913,-0.0235,0.6702,0.3198,0.141,0.8483,0.6763,1.8997,-3.6604,-4.0189,-0.1057,0.0317,-1.428,2.7341,-0.1236,8.401,-0.8268
1234,False,0.0954,-2.2817,-4.329,-0.0937,-0.9708,-0.5738,0.0113,8.8328,-0.2105,,0.5096,0.0083,-0.9787,0.5884,-0.0779,0.4973,-0.3134,-0.5524,8.4392,8.891,-0.2621,-0.2179,-2.2025,3.9645,0.1146,-0.0053,3.6741
1235,True,0.1619,1.8722,-4.5555,0.0286,-0.5799,-1.5718,0.0032,3.2163,0.3848,-0.233,2.4259,0.0073,-3.9264,0.3733,-0.3287,2.4959,-0.1657,-0.6535,1.6952,-2.6687,-0.2672,0.2501,0.3495,4.4236,0.2742,5.9585,1.6715
1236,False,0.3423,8.972,-4.5885,0.1667,1.2467,1.493,0.0092,-1.3471,-1.4187,0.2515,3.0526,-0.0104,1.6526,0.2879,-0.1031,0.7808,0.536,-4.7998,1.6952,-5.9613,0.079,-0.215,-0.1941,4.3026,0.0855,4.1463,1.9309
1237,False,0.4218,0.2943,-7.5904,-0.3882,-0.377,-0.0004,0.0097,-4.5565,0.0982,-0.4366,-1.6066,0.001,0.0353,0.2714,0.3919,3.435,-0.7233,-3.6626,3.3481,-4.2558,0.129,-0.1813,-3.0401,7.8316,0.2862,-0.3343,0.609
1238,False,0.4263,0.1497,-11.0845,-0.0073,0.6528,-1.5788,0.0037,-2.5506,1.1389,-0.3578,-3.5865,0.0124,-0.8119,0.2263,0.1006,4.2324,-0.498,-0.4042,-15.9583,-6.364,0.1034,-0.066,1.5097,11.8119,-0.0195,-1.0888,2.8747
1239,True,0.1964,-1.9386,-4.544,-0.3088,-0.8806,0.3252,0.0067,-2.1494,1.0683,-0.4083,-0.5258,0.0046,-1.8518,0.4667,0.104,3.4146,0.0227,-1.9901,14.9188,-1.8396,0.0466,0.1903,-2.4268,4.6042,-0.1479,,-3.4803
1240,False,0.2044,-0.8905,-6.9455,0.0834,0.1267,0.403,0.0268,5.7237,0.0497,0.2039,1.1998,-0.0034,0.9745,0.1584,-0.1755,3.0,0.3513,-1.1332,-8.0903,-4.0426,-0.0511,0.2339,0.2932,6.7044,0.0592,2.1842,2.1682
1241,False,0.3946,1.6692,-8.3942,0.0578,-2.0908,-0.7861,0.0132,4.3697,-0.5324,-0.1319,-1.3977,-0.0047,-0.8011,0.1584,0.1528,4.0729,-0.8821,-0.3765,-6.834,-4.2321,-0.2487,-0.0072,-1.2057,8.6215,-0.1076,,-0.2305
1242,False,0.2384,-0.1789,-8.8631,0.2132,0.1492,0.6366,0.0228,0.5585,1.4079,0.0955,0.3552,0.0025,1.5695,0.222,-0.2748,3.1037,-0.6014,-4.0266,-7.5613,-0.3473,0.037,-0.0242,3.6314,8.5313,,2.3149,-2.0394
1243,False,0.4489,0.7519,-7.4387,-0.1645,0.3371,0.9126,0.0145,-0.1937,0.8214,-0.0353,0.3552,0.0045,0.1465,0.2764,0.1562,2.8593,-0.4537,1.0284,-10.2061,-3.2372,-0.3187,-0.443,1.3024,7.5608,0.0987,6.8894,4.0515
1244,False,0.1492,-0.7347,-9.111,-0.1265,-0.1514,-0.6304,0.0102,6.6765,1.1301,-0.0606,-1.2523,0.0102,2.9292,0.2879,0.0333,3.8482,-0.8747,-2.3275,-23.1652,-5.3454,0.0294,-0.0293,3.4122,9.3252,-0.2825,4.4281,0.8223
1245,True,0.1413,0.9682,-1.3352,-0.3078,0.1342,-0.871,0.0089,1.1603,0.3584,-0.0294,0.6458,0.0042,-3.212,0.6308,0.0215,2.8889,0.632,0.0537,2.5547,4.8877,-0.157,0.2724,-1.5171,1.1637,-0.1159,1.2092,-0.2538
1246,True,0.0313,4.1803,-5.706,0.293,0.059,-0.687,0.0042,2.4641,-0.4221,-0.4009,0.0101,0.0051,-0.5941,0.5986,-0.093,2.8296,-0.1251,1.3065,3.1498,4.6509,-0.5626,-0.2072,2.6317,5.6875,,3.2184,4.4115
1247,False,0.4274,-2.5711,-5.1932,0.061,-1.1512,-0.0146,0.0128,-1.4975,-0.3869,-0.0294,0.891,-0.0005,-3.8379,0.6391,-0.0896,1.4757,-0.2469,2.2992,13.0013,5.0299,-0.0107,0.1668,2.8446,5.0856,-0.0729,0.4876,-1.4495
1248,True,0.0876,1.5882,-6.3177,-0.2287,0.0816,-1.6709,0.0029,-2.8013,0.204,,-0.8073,-0.0018,-0.1268,0.3095,0.1444,2.213,0.0448,0.2389,4.4721,2.4242,0.0724,-0.199,0.5957,6.2683,0.0468,0.6397,3.6045
1249,False,0.4448,1.0558,-7.9216,0.1559,0.3071,0.8843,0.0085,-2.5506,0.3055,-0.0115,-0.217,0.0007,0.2603,0.1966,0.0013,2.2886,-0.2063,1.9806,-8.0242,-3.9715,0.2272,0.2329,-1.0175,7.7639,0.281,3.563,1.1354
1250,False,0.0876,3.0104,-4.9773,0.0695,-0.3544,0.2968,0.0177,-2.8013,-0.5897,0.253,1.0545,0.0056,-0.6894,0.5591,-0.1115,1.5365,-0.2765,1.586,8.4392,4.485,0.343,-0.0286,-0.0877,4.7847,,1.4166,1.5661
1251,False,0.3604,3.7179,-7.5858,-0.2136,1.2767,-1.3594,0.0134,-8.0668,0.7552,-0.2151,-1.9517,0.0077,-0.0299,0.2681,0.0956,4.2202,-0.5904,3.981,-0.7512,-4.6348,0.0272,-0.1563,3.1053,7.5382,0.0286,3.6551,3.1159
1252,True,0.3363,1.5868,-9.1582,-0.0904,0.0064,-1.0834,0.0033,-0.4444,0.5392,-0.3251,0.446,0.002,0.4828,0.427,0.4424,4.5457,-0.5867,-1.4351,-10.9995,6.7117,-0.2716,-0.1128,-0.805,8.9216,0.2177,4.8036,-1.5001
1253,True,0.1556,-0.3898,-9.2598,-0.1835,0.1943,-2.223,0.0028,-6.3618,0.7773,-0.6565,-1.4249,0.0119,-1.5483,0.3785,0.008,4.1895,-0.1251,-2.5664,4.3399,3.3717,0.2558,0.1749,-0.3683,9.6438,0.0419,2.9898,1.4342
1254,True,0.0457,1.2172,-5.8291,0.06,-1.978,0.3322,0.0049,1.6116,0.204,-0.1483,-0.8436,0.0158,4.7492,0.6008,0.0046,3.2296,-0.6199,-6.8616,4.1415,1.6899,0.0126,0.0144,5.1656,5.8868,0.1048,0.1452,5.0617
1255,False,0.3483,2.1839,-11.5986,-0.2551,-0.4221,0.2685,0.0084,0.3078,0.8743,-0.175,-0.6711,0.0177,0.2049,0.0889,0.0703,,-0.775,-2.425,-13.7103,-2.4081,0.2745,-0.2192,-0.9937,11.7084,-0.0709,4.7046,-0.7217
1256,False,0.0573,1.1299,-1.2717,0.2859,0.3822,-0.1774,0.0224,-4.3559,-0.4045,-0.065,1.4995,-0.0098,-1.3663,0.6188,-0.3371,2.5124,0.5249,-2.4142,9.0343,3.0401,-0.1436,0.2941,-0.0554,1.077,-0.1268,1.3849,0.6494
1257,False,0.3604,1.6905,-9.2084,0.0876,0.2695,0.3181,0.0168,4.6205,0.1996,-0.1111,-1.652,0.0037,3.3936,0.05,0.0636,2.3881,-0.0955,-3.7536,-7.2308,-3.8294,-0.0896,0.0583,-2.5439,9.2827,0.1317,2.8159,0.7091
1258,False,0.3574,0.7162,-1.4678,0.0603,0.2319,-0.3968,0.0239,,-0.5015,0.1816,2.1898,-0.0062,0.3091,0.4468,0.1242,1.3194,0.4178,-0.7068,6.1251,1.9741,-0.0258,-0.1688,0.1558,0.9136,-0.1766,5.8063,2.6759
1259,True,0.4116,1.6281,-11.2202,-0.0146,-0.2492,-0.6162,0.0028,-5.409,0.6053,-0.4291,-0.989,0.0027,1.7487,0.4352,-0.1721,,-0.5017,-0.4427,-11.3301,5.0062,0.4114,-0.0929,2.673,11.354,0.024,2.8074,4.1437
1260,False,0.0607,-0.9205,-6.144,-0.0946,1.0663,1.4364,0.0268,7.4287,0.0629,0.1846,-2.1333,-0.0055,-0.8097,0.3422,0.1679,2.5705,0.1704,-3.3861,-3.5281,-3.024,-0.0323,0.0843,-0.3773,6.5136,0.1859,0.5842,-1.2483
1261,True,0.2814,3.7881,-7.0405,0.1652,-0.7077,-1.5647,0.0125,0.8594,-0.0076,0.0078,-0.5712,0.0054,1.9382,0.6265,-0.024,3.3469,-0.5756,0.9788,7.778,2.4716,-0.1253,0.0588,0.2702,7.4705,0.4684,-1.2555,2.7433
1262,False,0.3769,2.6567,-12.0162,0.0748,0.4123,-0.1137,0.0172,0.2576,0.5789,0.0479,-0.0444,-0.0125,-1.5526,0.0429,-0.1368,2.0741,-0.1361,4.2672,-6.834,-2.5265,-0.1065,0.1721,1.1018,11.8563,0.1967,2.3231,-0.9697
1263,False,0.4619,0.599,-3.8566,-0.0277,0.8483,1.585,0.0288,7.7296,-0.3604,0.4358,1.1998,-0.0151,-0.6114,0.2764,-0.1199,0.2392,0.6468,2.6675,2.2902,-4.9664,0.0587,-0.2142,1.1409,3.3806,-0.0348,2.7865,5.6439
1264,False,0.1089,2.734,-3.8583,-0.0732,1.0738,0.1907,0.0212,2.9656,-0.8587,0.0761,0.7276,-0.0043,-2.4382,0.4369,-0.0543,1.4149,0.1999,-0.4329,19.6131,-1.0105,0.0368,-0.2924,2.3476,3.7801,0.1778,,6.4179
1265,False,0.1089,2.4878,-1.1387,-0.0631,1.2241,-0.0217,0.0217,-6.5624,-0.6073,,0.9274,-0.0061,-0.4304,0.6271,-0.0206,1.2847,-0.6642,0.451,12.8691,-0.1104,-0.0535,-0.2631,4.6678,0.8932,-0.0499,0.5375,4.5648
1266,False,0.4524,4.2682,-1.5793,0.1272,-0.4747,-0.7932,0.017,2.2134,-0.4662,0.0836,0.6731,-0.0105,-2.0568,0.3988,-0.1065,0.9535,0.1445,-2.3835,13.1997,7.5881,0.0977,0.2375,-2.0429,1.4189,0.2651,1.6003,2.0913
1267,True,0.2509,0.1138,-11.8281,0.139,-0.2266,-0.5455,0.0033,11.1396,1.4564,-0.1468,-2.5874,0.0111,0.3864,0.5602,0.072,3.8482,-0.7898,4.5142,-8.3548,-2.2186,0.1139,0.0466,-1.1824,12.1964,-0.126,2.1958,3.4334
1268,True,0.0366,3.6872,-3.635,0.0667,0.1116,-0.1349,0.003,,-0.4662,-0.0309,0.6004,0.0071,0.5243,0.6437,-0.258,1.1806,0.9127,0.0344,5.3978,7.2802,-0.2821,-0.0951,-1.4583,3.4421,-0.0061,1.3617,0.0418
1269,False,0.1925,-3.8044,-6.913,0.1116,1.0437,2.1513,0.027,-6.0609,-0.2987,0.2084,-0.4713,-0.0053,-0.4157,0.278,-0.0475,,0.2295,1.4818,-0.619,-1.9344,-0.1997,0.0165,-1.5528,6.7862,0.2241,2.3585,0.2876
1270,True,0.0999,4.5485,-11.1377,-0.4743,0.0139,-0.5384,0.0029,1.9125,-0.0209,-0.2226,-0.435,0.0046,0.8358,,0.2589,3.5772,-0.6162,-1.7289,3.1498,2.6374,-0.0034,0.0431,-0.0737,11.3372,-0.0277,2.7011,2.5432
1271,False,0.4517,2.6613,-9.8134,-0.0471,-0.3544,0.6154,0.0164,-2.4002,-0.6911,,0.0736,-0.0089,-0.8018,0.654,-0.0577,0.4942,0.4695,1.6055,-1.0818,3.0875,0.0296,0.1791,-0.2679,9.5588,0.2487,4.7702,-4.5775
1272,True,0.0502,2.464,-9.7258,0.1472,-1.3316,0.1057,0.005,-0.8957,0.5789,-0.2122,-3.3957,0.0167,-1.1991,0.1739,0.0467,4.392,-0.8378,-2.5776,-18.8014,-0.0393,0.0975,-0.1388,2.3498,10.0474,0.0027,1.405,-4.6118
1273,False,0.3769,2.2409,-6.0646,0.1412,-0.377,1.6417,0.0202,-3.704,-0.6029,0.0791,1.7539,-0.0036,-2.8573,0.4984,-0.2681,0.3997,0.0448,-0.3629,10.026,3.7507,-0.0875,-0.113,2.2856,5.7778,0.195,-0.2245,0.4267
1274,False,0.3154,5.7423,-9.7109,-0.125,-0.4145,-0.1703,0.0045,4.47,-0.3604,0.0509,0.0464,0.0038,-2.0743,0.3045,0.1259,1.9537,-0.1731,-3.7374,-8.1564,-4.54,0.0278,-0.1858,-3.7117,9.3039,0.1101,1.2151,0.7009
1275,False,0.0485,3.9996,-1.0389,0.1512,-0.9332,0.4172,0.0268,0.4582,-1.013,0.0598,0.7911,-0.0168,0.0564,0.0475,0.0417,1.0435,1.378,-0.9393,8.307,-5.5823,0.1315,0.1263,-3.9143,1.0616,0.0207,-0.249,3.2647
1276,False,0.1944,2.1528,-3.2302,0.1862,-0.2041,0.8985,0.0276,1.1101,0.2305,0.623,0.3643,-0.0094,-1.7033,0.2896,-0.1149,2.3217,1.0493,-1.703,7.1168,-0.8921,-0.0677,-0.2385,-0.2108,3.2577,0.099,0.7659,-1.637
1277,False,0.0402,2.1282,-4.2959,0.1578,-0.1439,-0.6233,0.008,,-1.1101,0.0746,1.881,-0.0005,1.246,0.3785,0.0265,0.8559,0.5618,-1.6181,25.1009,9.2226,-0.1209,0.1529,4.0725,3.8416,0.0078,0.5683,1.9984
1278,False,0.4554,4.6592,-4.9243,-0.2928,1.1264,0.9126,0.0221,0.2576,-1.3305,0.3897,0.3189,-0.0125,-1.7036,0.096,0.1898,,0.3772,1.1732,1.034,2.898,0.2656,-0.2097,-2.2739,4.9051,-0.1518,0.6144,0.727
1279,False,0.2455,4.9642,-11.4319,0.2546,0.1192,1.3939,0.0195,9.1337,0.9934,0.1192,-0.4531,0.003,-2.2573,0.1612,0.0787,4.0729,0.2553,0.8063,-4.9166,-4.3979,-0.027,-0.188,1.9425,11.4548,-0.06,3.404,0.1233
1280,True,0.2957,-1.9026,-10.0107,-0.1835,-1.4894,0.0137,0.0058,-13.4325,1.2624,-0.4098,-1.8336,0.0144,-1.4565,0.5372,0.1982,3.5434,-1.0668,,-11.7268,0.9319,0.0126,-0.068,-1.9091,10.699,-0.2417,0.5341,2.3117
1281,False,0.4478,0.1042,-1.9596,-0.0809,-0.4446,0.8985,0.0228,-0.294,-1.4364,0.3184,1.3996,0.0017,-1.6372,0.5591,0.0282,1.9444,0.2479,-0.1899,4.3399,-0.2051,0.0564,-0.096,2.8576,1.4291,0.0932,5.2465,-1.8364
1282,False,0.1865,4.7475,-1.8254,-0.2167,1.0663,1.2382,0.0168,0.1574,-0.0253,0.357,1.5904,-0.0112,-0.6149,0.073,0.0349,0.3935,1.0899,,-13.0491,-2.9292,-0.008,-0.0146,1.6745,1.3015,0.2625,0.272,2.0126
1283,False,0.2222,4.2825,-5.5948,0.0542,-0.2567,-0.1137,0.025,-2.1494,-1.7406,0.2589,1.6358,-0.0073,-0.4816,0.5358,-0.1704,1.5278,0.6837,1.6364,3.1498,2.8032,-0.2059,0.2349,3.8054,5.4769,-0.0296,-3.0674,-0.4946
1284,False,0.2294,3.7305,-9.5907,0.1475,1.2692,0.5021,0.027,-7.5653,-0.7529,0.3956,1.2907,-0.0187,4.8037,0.5478,-0.0627,0.8859,0.68,0.1072,17.7618,-0.9158,-0.1208,-0.1335,2.8953,9.2827,-0.1614,0.6651,1.8788
1285,False,0.1127,3.5279,-2.1247,0.0105,-0.2717,0.8772,0.0212,-1.1465,-0.3207,0.4744,0.7003,-0.0042,1.0539,0.1796,-0.0964,1.9444,1.2709,0.1921,-7.6275,4.8167,0.0759,-0.3405,0.737,1.7798,0.0377,0.9072,2.1087
1286,False,0.2312,0.1983,-8.8507,-0.2704,0.0966,0.3322,0.0258,5.6735,-0.0076,,0.0192,-0.0029,0.3068,0.117,0.0467,3.938,0.1224,0.0531,-0.2222,-4.4216,0.3446,-0.0534,-2.5033,8.9428,-0.2606,,2.7108
1287,False,0.4573,1.4984,-2.2756,-0.2613,-1.061,0.6932,0.0286,3.1662,-0.3031,0.5175,1.3179,-0.0022,1.51,0.1147,-0.0408,0.3116,1.3337,-3.3755,25.1671,-3.5214,0.0611,0.0696,-2.4513,2.244,0.1603,0.187,0.1351
1288,True,0.154,0.231,-9.6895,-0.4947,-0.6701,-0.326,0.0058,0.6087,1.0595,-0.0933,-2.2786,0.0119,-0.413,0.5704,0.1999,3.3537,0.0042,-6.9923,-21.5122,1.1924,-0.3226,0.0176,1.0684,10.1615,-0.0388,4.9061,3.8974
1289,True,0.1651,-1.4243,-5.3172,-0.0426,-0.8655,-0.4393,0.0059,-3.7541,0.2834,-0.2969,-0.9072,-0.0005,-1.7134,0.124,0.1006,3.3672,-0.45,-0.7124,1.7613,4.6745,-0.1456,-0.272,1.5528,5.3264,-0.2454,3.6033,0.1879
1290,False,0.2796,3.2259,-2.9987,0.0322,1.4045,2.2716,0.0236,3.9184,-1.3746,0.1757,2.4986,-0.0042,-0.6851,0.0901,-0.2159,2.0185,1.1675,,-7.0324,-9.0881,-0.314,0.3041,3.512,2.7599,-0.1053,0.6724,-1.9553
1291,False,0.4036,3.1537,-2.7633,-0.0802,1.0963,0.6861,0.0278,,-0.6206,0.5442,0.555,-0.0159,-0.3742,0.0717,-0.1587,0.1763,1.4481,-1.5011,10.555,-0.5368,-0.2084,0.0782,2.0714,2.631,,0.4763,-0.2536
1292,False,0.2975,0.8091,-3.933,0.054,-0.2717,0.5021,0.017,3.8682,-0.3825,-0.0413,1.4723,-0.0043,1.9012,0.4868,0.0787,1.4323,0.6172,-2.7817,-1.5446,3.6323,-0.081,0.091,0.7676,3.7801,0.0155,8.6825,0.3578
1293,True,0.0831,1.6576,-9.2225,-0.0113,-0.3018,-1.0763,0.006,-2.1494,-0.2325,-0.1245,-0.6893,0.0039,-0.4222,,-0.0981,3.6992,-0.3799,-2.3515,0.5712,5.2667,-0.1427,0.0337,2.7858,9.134,-0.2364,1.6938,1.0599
1294,True,0.0455,2.8385,-12.0253,-0.0794,-0.2266,-0.503,0.0089,-5.1081,0.3672,-0.5852,-2.2151,0.0105,1.2669,0.471,0.1023,4.5052,-0.354,0.3306,-20.8511,-2.4081,0.1556,0.0784,3.2506,12.2112,-0.0126,-1.9448,1.1483
1295,False,0.1302,0.3558,-2.1665,0.0529,-0.5423,-0.8286,0.0214,4.821,0.0188,0.1742,-0.3895,0.0011,0.906,0.3647,0.0131,2.0833,-0.0364,-1.4228,12.6708,2.1163,0.0815,-0.0268,1.4935,2.2956,-0.0338,,2.2617
1296,False,0.0487,0.6931,-0.717,0.4382,-0.5273,-0.7861,0.0045,0.6087,-0.797,0.0434,0.4642,-0.0025,0.6068,0.6237,-0.221,1.9259,-0.1731,1.3128,12.2741,8.6778,0.0438,0.233,-3.7738,0.689,0.0576,3.8292,-0.8089
1297,False,0.4454,3.3095,-4.467,0.0723,-1.0008,0.587,0.02,2.8653,-0.2237,0.2886,-0.1534,0.0046,-2.5442,0.6302,-0.3203,1.3368,0.2922,-1.8676,17.6296,7.9198,0.0905,-0.1209,1.4878,4.3935,0.0572,2.0277,2.9554
1298,True,0.0909,2.8238,-1.3332,0.2072,-0.5273,-1.4798,0.0025,-4.8072,-0.4177,-0.1364,1.1544,0.0113,-2.1662,,-0.0088,3.1704,0.5249,,15.8444,6.688,-0.1095,0.2194,2.3749,1.2199,-0.3927,-1.1733,3.9962
1299,False,0.2123,2.3215,-3.6261,0.1501,-1.0986,-0.7224,0.0204,6.1249,-1.4276,0.0078,0.9728,-0.0033,-1.4674,0.6605,-0.1923,1.1372,0.1261,1.55,20.5388,7.4934,-0.2044,-0.0056,-2.7811,3.3806,-0.0915,,3.2181
1300,False,0.2652,4.5595,-8.6925,-0.2811,1.9006,1.6204,0.0144,9.8358,-0.3384,,0.6367,-0.0005,0.9696,0.0758,0.1814,2.4793,0.2886,1.2023,-7.2969,-5.6297,0.1937,-0.2177,1.4669,8.6441,0.0568,1.5034,0.7699
1301,False,0.2634,-0.7808,-2.4028,-0.0714,1.0136,0.3393,0.0276,1.2606,0.0056,0.0494,2.9436,-0.0089,-2.0615,0.1909,-0.162,0.7883,0.8647,-0.466,9.4971,-0.8921,0.0615,0.0837,-0.4789,2.1151,0.1364,3.145,-0.0314
1302,False,0.4422,0.2442,-2.6476,0.1099,1.0738,1.3585,0.0221,-16.2408,0.376,0.4595,-0.553,-0.0021,1.8124,0.0774,-0.3708,0.5367,0.1667,-1.8216,11.15,0.7187,0.0336,-0.0672,5.5586,2.4762,-0.1076,-0.9907,3.4989
1303,False,0.2143,0.1474,-3.226,0.3071,0.6002,0.6861,0.0241,,-0.2854,0.354,0.1191,-0.014,0.5683,0.2548,-0.0863,1.7963,0.776,-0.8553,-4.8505,-2.4792,-0.0254,0.0336,2.2356,3.0733,-0.1788,-2.3507,-1.421
1304,True,0.0685,3.5794,-5.3482,0.1611,0.5626,-1.1896,0.0132,-7.5152,-0.0385,0.1029,0.891,-0.0014,1.3102,0.611,-0.2799,0.8183,0.5175,-3.5325,19.6793,10.3359,0.2074,-0.0953,0.3421,5.1759,0.0691,4.6083,2.8807
1305,True,0.0485,0.8847,-5.8174,0.0859,-0.9257,0.0633,0.0182,-2.0491,-0.0914,-0.2211,1.3179,-0.0034,0.1269,0.4753,0.0568,3.4146,0.0596,-0.3658,3.4804,3.5375,-0.0973,-0.0308,2.0738,5.537,-0.1994,1.4967,3.7405
1306,True,0.3694,1.9335,-1.633,-0.523,-0.7378,1.3939,0.0122,-1.8987,-0.0165,-0.2597,0.3279,0.0004,-0.4389,0.6271,0.1865,2.1481,-0.0918,-2.3297,8.5714,7.3986,0.1944,0.1761,-1.9756,1.7798,0.112,,3.7535
1307,False,0.3208,2.9301,-1.7359,0.2472,0.5175,-0.0571,0.0245,2.2134,-1.1453,0.4462,0.5005,-0.0149,0.1433,0.0641,-0.2395,0.5257,1.2561,-1.9856,-5.5117,-2.0054,-0.1454,0.1246,-0.0699,1.4087,-0.1072,3.6216,2.5485
1308,True,0.0531,4.4461,-11.5581,0.0005,0.0741,-0.9064,0.0024,1.4612,1.1389,-0.34,-2.1152,0.0066,-3.5345,0.5027,-0.0661,2.6617,-0.2137,-2.0675,-13.7103,2.9217,-0.1505,0.2105,2.689,11.6788,0.1293,-0.4624,1.9656
1309,True,0.0436,4.1086,-12.0408,-0.2634,-1.7525,0.1836,0.0013,6.9774,1.5137,-0.2939,-2.5148,0.0102,-3.4919,,0.1259,4.4727,-0.5608,0.9341,-4.3216,-1.4132,0.002,0.218,0.9475,12.3148,0.167,2.1502,4.2022
1310,False,0.1302,-0.7409,-2.2551,-0.0099,-0.2116,0.9409,0.0217,,-0.3913,0.2619,1.5086,-0.0021,-3.0143,,-0.0139,2.2968,-0.2765,,1.034,8.6541,0.2786,-0.1405,-0.1671,1.8571,0.0048,1.0319,4.124
1311,False,0.4433,0.6492,-9.3996,0.2736,-0.3319,0.2048,0.0149,18.5112,-0.7,0.0657,0.7185,0.0059,1.0962,0.2178,0.0063,3.4485,-0.5756,1.6639,-2.2058,-5.7244,0.0138,-0.3655,-2.7665,9.1127,0.1692,1.5554,-0.9035
1312,False,0.4816,2.7721,-9.7712,-0.2332,0.7355,-0.6445,0.0216,2.6647,0.5039,0.2114,-1.543,-0.0039,-1.7878,0.0771,0.0922,3.8482,-0.0586,,-22.6362,-4.0899,-0.1159,0.1826,-0.5269,10.0899,-0.4404,1.1436,1.4013
1313,True,0.3172,-0.6497,-5.6131,-0.1469,-1.3767,-0.9347,0.0066,3.3166,0.6715,,-0.5439,0.0087,-4.0722,0.5692,0.1292,3.5366,-0.8858,-0.5877,-12.2557,1.9504,0.2444,0.2238,-2.0048,5.5671,-0.0834,2.8539,3.9815
1314,True,0.1687,-1.616,-11.2569,0.2404,-1.9104,-0.5667,0.0155,-6.8633,0.3055,-0.1587,-1.1252,0.0003,4.8772,0.494,-0.0509,3.584,-0.631,1.5928,5.3317,6.2379,0.1728,0.1043,0.1138,11.0013,0.0257,3.9424,2.3404
1315,True,0.3453,-0.2999,-6.5331,0.0849,-0.4446,0.2473,0.0032,0.6588,0.5083,-0.4083,-0.6257,0.0026,0.2759,0.4485,0.003,3.7737,-0.5534,0.5917,7.4474,2.211,0.1025,-0.0003,2.4202,6.6771,-0.1812,4.4835,5.8897
1316,False,0.2778,2.9973,-12.1378,-0.4445,0.1041,0.4242,0.0031,,1.3726,,-0.998,0.0141,-0.9153,0.4567,0.3548,4.4971,-0.8821,2.1664,-16.355,-3.403,0.3693,-0.3971,-3.3796,12.3295,-0.0852,2.5542,0.0598
1317,True,0.1746,0.9677,-11.1538,-0.6192,-0.1063,-1.0197,0.0027,-5.1583,-0.1576,-0.1037,0.2008,0.0109,3.7138,0.6282,0.2723,2.3051,-0.8304,-2.6282,2.3564,5.3141,-0.1795,0.0891,0.3167,10.8501,0.1636,-0.1707,1.4527
1318,True,0.1825,-1.3847,-7.8435,0.0368,-0.4596,-1.0692,0.003,6.0747,0.0541,-0.23,-1.1888,0.0086,-0.9362,,0.0181,2.4129,-0.1251,-2.7842,4.6705,6.4748,0.1216,0.322,-0.1778,8.2153,-0.1866,3.0696,5.9679
1319,False,0.0425,4.7498,-8.1268,-0.1772,-0.5949,0.5233,0.009,4.6205,0.8478,0.1029,-0.4622,0.0025,0.2006,0.5012,0.1713,4.4517,-0.0069,-0.015,-16.2889,0.316,-0.1899,-0.0858,0.0646,8.283,-0.1013,2.5155,-0.7423
